id,horodate,valeur
476866365062,2023-11-01T00:00:00+01:00,1328.1
476866365062,2023-11-01T00:30:00+01:00,240.7
476866365062,2023-11-01T01:00:00+01:00,245.7
476866365062,2023-11-01T01:30:00+01:00,324.5
476866365062,2023-11-01T02:00:00+01:00,238.0
476866365062,2023-11-01T02:30:00+01:00,362.9
476866365062,2023-11-01T03:00:00+01:00,393.9
476866365062,2023-11-01T03:30:00+01:00,309.0
476866365062,2023-11-01T04:00:00+01:00,291.2
476866365062,2023-11-01T04:30:00+01:00,216.6
476866365062,2023-11-01T05:00:00+01:00,220.7
476866365062,2023-11-01T05:30:00+01:00,217.8
476866365062,2023-11-01T06:00:00+01:00,181.2
476866365062,2023-11-01T06:30:00+01:00,158.7
476866365062,2023-11-01T07:00:00+01:00,184.2
476866365062,2023-11-01T07:30:00+01:00,190.8
476866365062,2023-11-01T08:00:00+01:00,137.1
476866365062,2023-11-01T08:30:00+01:00,86.2
476866365062,2023-11-01T09:00:00+01:00,750.4
476866365062,2023-11-01T09:30:00+01:00,2827.0
476866365062,2023-11-01T10:00:00+01:00,2541.7
476866365062,2023-11-01T10:30:00+01:00,2201.9
476866365062,2023-11-01T11:00:00+01:00,102.4
476866365062,2023-11-01T11:30:00+01:00,277.1
476866365062,2023-11-01T12:00:00+01:00,303.6
476866365062,2023-11-01T12:30:00+01:00,177.4
476866365062,2023-11-01T13:00:00+01:00,205.3
476866365062,2023-11-01T13:30:00+01:00,234.9
476866365062,2023-11-01T14:00:00+01:00,763.5
476866365062,2023-11-01T14:30:00+01:00,1460.9
476866365062,2023-11-01T15:00:00+01:00,579.1
476866365062,2023-11-01T15:30:00+01:00,861.7
476866365062,2023-11-01T16:00:00+01:00,432.5
476866365062,2023-11-01T16:30:00+01:00,345.9
476866365062,2023-11-01T17:00:00+01:00,458.1
476866365062,2023-11-01T17:30:00+01:00,363.1
476866365062,2023-11-01T18:00:00+01:00,347.0
476866365062,2023-11-01T18:30:00+01:00,251.5
476866365062,2023-11-01T19:00:00+01:00,417.5
476866365062,2023-11-01T19:30:00+01:00,441.5
476866365062,2023-11-01T20:00:00+01:00,586.7
476866365062,2023-11-01T20:30:00+01:00,444.3
476866365062,2023-11-01T21:00:00+01:00,245.9
476866365062,2023-11-01T21:30:00+01:00,634.0
476866365062,2023-11-01T22:00:00+01:00,2783.8
476866365062,2023-11-01T22:30:00+01:00,1843.8
476866365062,2023-11-01T23:00:00+01:00,1966.4
476866365062,2023-11-01T23:30:00+01:00,1043.9
476866365062,2023-11-02T00:00:00+01:00,1695.0
476866365062,2023-11-02T00:30:00+01:00,602.7
476866365062,2023-11-02T01:00:00+01:00,319.6
476866365062,2023-11-02T01:30:00+01:00,335.3
476866365062,2023-11-02T02:00:00+01:00,372.5
476866365062,2023-11-02T02:30:00+01:00,395.1
476866365062,2023-11-02T03:00:00+01:00,404.8
476866365062,2023-11-02T03:30:00+01:00,334.0
476866365062,2023-11-02T04:00:00+01:00,278.7
476866365062,2023-11-02T04:30:00+01:00,128.1
476866365062,2023-11-02T05:00:00+01:00,234.4
476866365062,2023-11-02T05:30:00+01:00,192.7
476866365062,2023-11-02T06:00:00+01:00,161.2
476866365062,2023-11-02T06:30:00+01:00,226.7
476866365062,2023-11-02T07:00:00+01:00,166.1
476866365062,2023-11-02T07:30:00+01:00,126.8
476866365062,2023-11-02T08:00:00+01:00,100.1
476866365062,2023-11-02T08:30:00+01:00,73.5
476866365062,2023-11-02T09:00:00+01:00,272.9
476866365062,2023-11-02T09:30:00+01:00,3151.4
476866365062,2023-11-02T10:00:00+01:00,1587.5
476866365062,2023-11-02T10:30:00+01:00,327.4
476866365062,2023-11-02T11:00:00+01:00,214.5
476866365062,2023-11-02T11:30:00+01:00,208.9
476866365062,2023-11-02T12:00:00+01:00,232.1
476866365062,2023-11-02T12:30:00+01:00,171.2
476866365062,2023-11-02T13:00:00+01:00,119.8
476866365062,2023-11-02T13:30:00+01:00,103.8
476866365062,2023-11-02T14:00:00+01:00,1168.1
476866365062,2023-11-02T14:30:00+01:00,3245.2
476866365062,2023-11-02T15:00:00+01:00,134.0
476866365062,2023-11-02T15:30:00+01:00,1499.2
476866365062,2023-11-02T16:00:00+01:00,193.3
476866365062,2023-11-02T16:30:00+01:00,111.6
476866365062,2023-11-02T17:00:00+01:00,312.5
476866365062,2023-11-02T17:30:00+01:00,259.3
476866365062,2023-11-02T18:00:00+01:00,252.1
476866365062,2023-11-02T18:30:00+01:00,161.7
476866365062,2023-11-02T19:00:00+01:00,246.7
476866365062,2023-11-02T19:30:00+01:00,201.0
476866365062,2023-11-02T20:00:00+01:00,208.9
476866365062,2023-11-02T20:30:00+01:00,957.7
476866365062,2023-11-02T21:00:00+01:00,1952.4
476866365062,2023-11-02T21:30:00+01:00,390.3
476866365062,2023-11-02T22:00:00+01:00,1212.5
476866365062,2023-11-02T22:30:00+01:00,1045.8
476866365062,2023-11-02T23:00:00+01:00,1165.2
476866365062,2023-11-02T23:30:00+01:00,2472.5
476866365062,2023-11-03T00:00:00+01:00,2610.5
476866365062,2023-11-03T00:30:00+01:00,2126.3
476866365062,2023-11-03T01:00:00+01:00,2737.3
476866365062,2023-11-03T01:30:00+01:00,2801.5
476866365062,2023-11-03T02:00:00+01:00,1900.3
476866365062,2023-11-03T02:30:00+01:00,1837.7
476866365062,2023-11-03T03:00:00+01:00,2037.5
476866365062,2023-11-03T03:30:00+01:00,2039.6
476866365062,2023-11-03T04:00:00+01:00,2105.4
476866365062,2023-11-03T04:30:00+01:00,2337.3
476866365062,2023-11-03T05:00:00+01:00,2680.2
476866365062,2023-11-03T05:30:00+01:00,3418.0
476866365062,2023-11-03T06:00:00+01:00,1795.5
476866365062,2023-11-03T06:30:00+01:00,1605.6
476866365062,2023-11-03T07:00:00+01:00,1973.3
476866365062,2023-11-03T07:30:00+01:00,2121.8
476866365062,2023-11-03T08:00:00+01:00,1926.0
476866365062,2023-11-03T08:30:00+01:00,1587.6
476866365062,2023-11-03T09:00:00+01:00,2577.4
476866365062,2023-11-03T09:30:00+01:00,2676.6
476866365062,2023-11-03T10:00:00+01:00,1816.6
476866365062,2023-11-03T10:30:00+01:00,1828.8
476866365062,2023-11-03T11:00:00+01:00,2181.4
476866365062,2023-11-03T11:30:00+01:00,2338.3
476866365062,2023-11-03T12:00:00+01:00,1808.7
476866365062,2023-11-03T12:30:00+01:00,2026.8
476866365062,2023-11-03T13:00:00+01:00,2434.9
476866365062,2023-11-03T13:30:00+01:00,1894.6
476866365062,2023-11-03T14:00:00+01:00,2066.6
476866365062,2023-11-03T14:30:00+01:00,2962.5
476866365062,2023-11-03T15:00:00+01:00,2667.4
476866365062,2023-11-03T15:30:00+01:00,2159.6
476866365062,2023-11-03T16:00:00+01:00,638.5
476866365062,2023-11-03T16:30:00+01:00,571.8
476866365062,2023-11-03T17:00:00+01:00,708.5
476866365062,2023-11-03T17:30:00+01:00,553.6
476866365062,2023-11-03T18:00:00+01:00,413.9
476866365062,2023-11-03T18:30:00+01:00,301.9
476866365062,2023-11-03T19:00:00+01:00,2360.5
476866365062,2023-11-03T19:30:00+01:00,1879.7
476866365062,2023-11-03T20:00:00+01:00,917.2
476866365062,2023-11-03T20:30:00+01:00,836.5
476866365062,2023-11-03T21:00:00+01:00,805.8
476866365062,2023-11-03T21:30:00+01:00,2061.5
476866365062,2023-11-03T22:00:00+01:00,3416.6
476866365062,2023-11-03T22:30:00+01:00,1813.7
476866365062,2023-11-03T23:00:00+01:00,1805.7
476866365062,2023-11-03T23:30:00+01:00,2181.3
476866365062,2023-11-04T00:00:00+01:00,1763.6
476866365062,2023-11-04T00:30:00+01:00,1520.9
476866365062,2023-11-04T01:00:00+01:00,1344.7
476866365062,2023-11-04T01:30:00+01:00,1694.8
476866365062,2023-11-04T02:00:00+01:00,1730.9
476866365062,2023-11-04T02:30:00+01:00,1719.9
476866365062,2023-11-04T03:00:00+01:00,1443.3
476866365062,2023-11-04T03:30:00+01:00,1282.0
476866365062,2023-11-04T04:00:00+01:00,1213.4
476866365062,2023-11-04T04:30:00+01:00,1065.4
476866365062,2023-11-04T05:00:00+01:00,1694.5
476866365062,2023-11-04T05:30:00+01:00,1640.9
476866365062,2023-11-04T06:00:00+01:00,1367.3
476866365062,2023-11-04T06:30:00+01:00,1309.0
476866365062,2023-11-04T07:00:00+01:00,1437.6
476866365062,2023-11-04T07:30:00+01:00,1382.7
476866365062,2023-11-04T08:00:00+01:00,1499.1
476866365062,2023-11-04T08:30:00+01:00,1697.2
